,ts_code,trade_date,close
775,000016.SH,20061110,1262.529
774,000016.SH,20061117,1321.011
773,000016.SH,20061124,1385.939
772,000016.SH,20061201,1430.363
771,000016.SH,20061208,1453.918
770,000016.SH,20061215,1597.116
769,000016.SH,20061222,1614.238
768,000016.SH,20061229,1805.314
767,000016.SH,20070105,1815.12
766,000016.SH,20070112,1876.143
765,000016.SH,20070119,1995.532
764,000016.SH,20070126,2164.514
763,000016.SH,20070202,1954.966
762,000016.SH,20070209,2003.324
761,000016.SH,20070216,2232.978
760,000016.SH,20070302,2069.074
759,000016.SH,20070309,2144.218
758,000016.SH,20070316,2107.627
757,000016.SH,20070323,2200.042
756,000016.SH,20070330,2288.263
755,000016.SH,20070406,2390.642
754,000016.SH,20070413,2517.789
753,000016.SH,20070420,2547.501
752,000016.SH,20070427,2681.3
751,000016.SH,20070430,2757.827
750,000016.SH,20070511,2867.972
749,000016.SH,20070518,2854.318
748,000016.SH,20070525,2942.513
747,000016.SH,20070601,2906.588
746,000016.SH,20070608,2856.019
745,000016.SH,20070615,3035.778
744,000016.SH,20070622,3037.509
743,000016.SH,20070629,2915.882
742,000016.SH,20070706,2860.735
741,000016.SH,20070713,2970.342
740,000016.SH,20070720,3102.789
739,000016.SH,20070727,3293.38
738,000016.SH,20070803,3520.144
737,000016.SH,20070810,3707.916
736,000016.SH,20070817,3606.528
735,000016.SH,20070824,4104.658
734,000016.SH,20070831,4150.167
733,000016.SH,20070907,4111.931
732,000016.SH,20070914,4165.566
731,000016.SH,20070921,4197.038
730,000016.SH,20070928,4307.417
729,000016.SH,20071012,4578.686
728,000016.SH,20071019,4494.561
727,000016.SH,20071026,4429.979
726,000016.SH,20071102,4543.163
725,000016.SH,20071109,4139.572
724,000016.SH,20071116,4133.351
723,000016.SH,20071123,3961.369
722,000016.SH,20071130,3880.339
721,000016.SH,20071207,4122.062
720,000016.SH,20071214,4008.878
719,000016.SH,20071221,4081.005
718,000016.SH,20071228,4226.756
717,000016.SH,20080104,4282.686
716,000016.SH,20080111,4481.487
715,000016.SH,20080118,4195.954
714,000016.SH,20080125,3875.578
713,000016.SH,20080201,3500.053
712,000016.SH,20080205,3766.163
711,000016.SH,20080215,3646.176
710,000016.SH,20080222,3466.204
709,000016.SH,20080229,3470.602
708,000016.SH,20080307,3395.606
707,000016.SH,20080314,3084.449
706,000016.SH,20080321,3021.58
705,000016.SH,20080328,2910.511
704,000016.SH,20080403,2828.626
703,000016.SH,20080411,2865.45
702,000016.SH,20080418,2511.362
701,000016.SH,20080425,2984.963
700,000016.SH,20080430,3125.533
699,000016.SH,20080509,2978.189
698,000016.SH,20080516,3009.207
697,000016.SH,20080523,2838.055
696,000016.SH,20080530,2800.791
695,000016.SH,20080606,2701.789
694,000016.SH,20080613,2322.792
693,000016.SH,20080620,2273.707
692,000016.SH,20080627,2206.317
691,000016.SH,20080704,2077.234
690,000016.SH,20080711,2245.464
689,000016.SH,20080718,2158.7
688,000016.SH,20080725,2265.683
687,000016.SH,20080801,2205.685
686,000016.SH,20080808,2056.916
685,000016.SH,20080815,1957.473
684,000016.SH,20080822,1948.065
683,000016.SH,20080829,1975.453
682,000016.SH,20080905,1796.961
681,000016.SH,20080912,1711.959
680,000016.SH,20080919,1650.537
679,000016.SH,20080926,1811.339
678,000016.SH,20081010,1528.135
677,000016.SH,20081017,1480.162
676,000016.SH,20081024,1408.126
675,000016.SH,20081031,1327.705
674,000016.SH,20081107,1363.458
673,000016.SH,20081114,1550.465
672,000016.SH,20081121,1501.093
671,000016.SH,20081128,1411.165
670,000016.SH,20081205,1538.468
669,000016.SH,20081212,1499.292
668,000016.SH,20081219,1554.114
667,000016.SH,20081226,1416.833
666,000016.SH,20081231,1384.914
665,000016.SH,20090109,1447.143
664,000016.SH,20090116,1502.004
663,000016.SH,20090123,1538.273
662,000016.SH,20090206,1689.002
661,000016.SH,20090213,1755.569
660,000016.SH,20090220,1695.255
659,000016.SH,20090227,1592.01
658,000016.SH,20090306,1676.79
657,000016.SH,20090313,1626.018
656,000016.SH,20090320,1726.211
655,000016.SH,20090327,1825.631
654,000016.SH,20090403,1892.727
653,000016.SH,20090410,1895.159
652,000016.SH,20090417,1920.309
651,000016.SH,20090424,1860.748
650,000016.SH,20090430,1895.7
649,000016.SH,20090508,2022.953
648,000016.SH,20090515,2022.301
647,000016.SH,20090522,1967.661
646,000016.SH,20090527,1991.285
645,000016.SH,20090605,2160.416
644,000016.SH,20090612,2156.534
643,000016.SH,20090619,2309.224
642,000016.SH,20090626,2344.398
641,000016.SH,20090703,2508.282
640,000016.SH,20090710,2519.075
639,000016.SH,20090717,2604.354
638,000016.SH,20090724,2743.025
637,000016.SH,20090731,2816.886
636,000016.SH,20090807,2634.488
635,000016.SH,20090814,2463.523
634,000016.SH,20090821,2367.567
633,000016.SH,20090828,2193.518
632,000016.SH,20090904,2237.492
631,000016.SH,20090911,2356.98
630,000016.SH,20090918,2296.319
629,000016.SH,20090925,2226.003
628,000016.SH,20090930,2198.407
627,000016.SH,20091009,2308.682
626,000016.SH,20091016,2358.968
625,000016.SH,20091023,2481.542
624,000016.SH,20091030,2376.032
623,000016.SH,20091106,2512.416
622,000016.SH,20091113,2523.989
621,000016.SH,20091120,2583.012
620,000016.SH,20091127,2388.942
619,000016.SH,20091204,2587.146
618,000016.SH,20091211,2507.196
617,000016.SH,20091218,2424.685
616,000016.SH,20091225,2406.597
615,000016.SH,20091231,2553.8
614,000016.SH,20100108,2466.165
613,000016.SH,20100115,2427.807
612,000016.SH,20100122,2380.055
611,000016.SH,20100129,2243.994
610,000016.SH,20100205,2219.6
609,000016.SH,20100212,2284.386
608,000016.SH,20100226,2274.325
607,000016.SH,20100305,2267.939
606,000016.SH,20100312,2274.532
605,000016.SH,20100319,2310.546
604,000016.SH,20100326,2292.673
603,000016.SH,20100402,2379.194
602,000016.SH,20100409,2345.754
601,000016.SH,20100416,2329.12
600,000016.SH,20100423,2185.155
599,000016.SH,20100430,2149.453
598,000016.SH,20100507,1980.168
597,000016.SH,20100514,2019.73
596,000016.SH,20100521,1943.429
595,000016.SH,20100528,1973.622
594,000016.SH,20100604,1894.45
593,000016.SH,20100611,1883.196
592,000016.SH,20100618,1870.871
591,000016.SH,20100625,1915.91
590,000016.SH,20100702,1812.58
589,000016.SH,20100709,1870.303
588,000016.SH,20100716,1839.219
587,000016.SH,20100723,1945.451
586,000016.SH,20100730,1986.76
585,000016.SH,20100806,1979.228
584,000016.SH,20100813,1930.671
583,000016.SH,20100820,1967.061
582,000016.SH,20100827,1917.581
581,000016.SH,20100903,1929.186
580,000016.SH,20100910,1915.645
579,000016.SH,20100917,1857.31
578,000016.SH,20100921,1864.414
577,000016.SH,20100930,1913.109
576,000016.SH,20101008,1990.014
575,000016.SH,20101015,2254.392
574,000016.SH,20101022,2231.057
573,000016.SH,20101029,2189.479
572,000016.SH,20101105,2279.004
571,000016.SH,20101112,2130.581
570,000016.SH,20101119,2039.445
569,000016.SH,20101126,2018.397
568,000016.SH,20101203,2008.12
567,000016.SH,20101210,2021.651
566,000016.SH,20101217,2032.138
565,000016.SH,20101224,2013.25
564,000016.SH,20101231,1977.366
563,000016.SH,20110107,2006.374
562,000016.SH,20110114,1982.623
561,000016.SH,20110121,1925.838
560,000016.SH,20110128,1945.141
559,000016.SH,20110201,1968.687
558,000016.SH,20110211,1976.473
557,000016.SH,20110218,2030.318
556,000016.SH,20110225,2006.66
555,000016.SH,20110304,2080.143
554,000016.SH,20110311,2049.113
553,000016.SH,20110318,2034.485
552,000016.SH,20110325,2096.286
551,000016.SH,20110401,2126.451
550,000016.SH,20110408,2185.316
549,000016.SH,20110415,2201.086
548,000016.SH,20110422,2151.669
547,000016.SH,20110429,2113.871
546,000016.SH,20110506,2037.748
545,000016.SH,20110513,2043.259
544,000016.SH,20110520,2052.544
543,000016.SH,20110527,1976.693
542,000016.SH,20110603,1974.951
541,000016.SH,20110610,1951.031
540,000016.SH,20110617,1912.379
539,000016.SH,20110624,1997.298
538,000016.SH,20110701,1986.03
537,000016.SH,20110708,2014.733
536,000016.SH,20110715,2012.032
535,000016.SH,20110722,1964.828
534,000016.SH,20110729,1908.213
533,000016.SH,20110805,1850.143
532,000016.SH,20110812,1838.159
531,000016.SH,20110819,1806.283
530,000016.SH,20110826,1876.334
529,000016.SH,20110902,1820.676
528,000016.SH,20110909,1800.934
527,000016.SH,20110916,1784.934
526,000016.SH,20110923,1740.322
525,000016.SH,20110930,1684.497
524,000016.SH,20111014,1745.214
523,000016.SH,20111021,1676.097
522,000016.SH,20111028,1807.056
521,000016.SH,20111104,1831.755
520,000016.SH,20111111,1779.514
519,000016.SH,20111118,1720.764
518,000016.SH,20111125,1691.671
517,000016.SH,20111202,1704.457
516,000016.SH,20111209,1692.061
515,000016.SH,20111216,1628.999
514,000016.SH,20111223,1617.944
513,000016.SH,20111230,1617.613
512,000016.SH,20120106,1608.358
511,000016.SH,20120113,1685.913
510,000016.SH,20120120,1775.091
509,000016.SH,20120203,1772.192
508,000016.SH,20120210,1778.317
507,000016.SH,20120217,1765.652
506,000016.SH,20120224,1826.716
505,000016.SH,20120302,1843.848
504,000016.SH,20120309,1811.486
503,000016.SH,20120316,1780.076
502,000016.SH,20120323,1747.916
501,000016.SH,20120330,1705.633
500,000016.SH,20120406,1737.512
499,000016.SH,20120413,1777.068
498,000016.SH,20120420,1815.882
497,000016.SH,20120427,1822.542
496,000016.SH,20120504,1876.658
495,000016.SH,20120511,1815.732
494,000016.SH,20120518,1775.572
493,000016.SH,20120525,1776.376
492,000016.SH,20120601,1808.527
491,000016.SH,20120608,1738.587
490,000016.SH,20120615,1769.492
489,000016.SH,20120621,1735.336
488,000016.SH,20120629,1708.856
487,000016.SH,20120706,1711.579
486,000016.SH,20120713,1685.019
485,000016.SH,20120720,1658.3
484,000016.SH,20120727,1630.31
483,000016.SH,20120803,1641.599
482,000016.SH,20120810,1665.175
481,000016.SH,20120817,1606.003
480,000016.SH,20120824,1588.111
479,000016.SH,20120831,1551.199
478,000016.SH,20120907,1619.213
477,000016.SH,20120914,1614.7
476,000016.SH,20120921,1545.964
475,000016.SH,20120928,1613.092
474,000016.SH,20121012,1618.659
473,000016.SH,20121019,1637.765
472,000016.SH,20121026,1584.697
471,000016.SH,20121102,1626.607
470,000016.SH,20121109,1591.852
469,000016.SH,20121116,1551.558
468,000016.SH,20121123,1568.753
467,000016.SH,20121130,1547.759
466,000016.SH,20121207,1634.919
465,000016.SH,20121214,1728.061
464,000016.SH,20121221,1737.989
463,000016.SH,20121228,1817.852
462,000016.SH,20130104,1870.5
461,000016.SH,20130111,1818.984
460,000016.SH,20130118,1886.794
459,000016.SH,20130125,1886.454
458,000016.SH,20130201,2055.724
457,000016.SH,20130208,2042.422
456,000016.SH,20130222,1883.475
455,000016.SH,20130301,1944.423
454,000016.SH,20130308,1901.481
453,000016.SH,20130315,1841.32
452,000016.SH,20130322,1904.462
451,000016.SH,20130329,1793.194
450,000016.SH,20130403,1789.666
449,000016.SH,20130412,1774.505
448,000016.SH,20130419,1827.983
447,000016.SH,20130426,1766.037
446,000016.SH,20130503,1795.489
445,000016.SH,20130510,1819.117
444,000016.SH,20130517,1843.809
443,000016.SH,20130524,1829.141
442,000016.SH,20130531,1841.366
441,000016.SH,20130607,1760.224
440,000016.SH,20130614,1704.147
439,000016.SH,20130621,1633.164
438,000016.SH,20130628,1552.383
437,000016.SH,20130705,1542.049
436,000016.SH,20130712,1587.589
435,000016.SH,20130719,1511.4
434,000016.SH,20130726,1521.612
433,000016.SH,20130802,1536.505
432,000016.SH,20130809,1553.044
431,000016.SH,20130816,1592.794
430,000016.SH,20130823,1566.293
429,000016.SH,20130830,1589.777
428,000016.SH,20130906,1625.854
427,000016.SH,20130913,1749.244
426,000016.SH,20130918,1700.587
425,000016.SH,20130927,1639.152
424,000016.SH,20130930,1643.055
423,000016.SH,20131011,1669.268
422,000016.SH,20131018,1636.8
421,000016.SH,20131025,1611.519
420,000016.SH,20131101,1644.752
419,000016.SH,20131108,1587.44
418,000016.SH,20131115,1604.823
417,000016.SH,20131122,1642.496
416,000016.SH,20131129,1661.409
415,000016.SH,20131206,1675.255
414,000016.SH,20131213,1626.41
413,000016.SH,20131220,1537.413
412,000016.SH,20131227,1550.221
411,000016.SH,20140103,1536.067
410,000016.SH,20140110,1498.268
409,000016.SH,20140117,1475.671
408,000016.SH,20140124,1502.065
407,000016.SH,20140130,1477.345
406,000016.SH,20140207,1475.343
405,000016.SH,20140214,1534.239
404,000016.SH,20140221,1505.331
403,000016.SH,20140228,1464.321
402,000016.SH,20140307,1455.585
401,000016.SH,20140314,1426.395
400,000016.SH,20140321,1464.08
399,000016.SH,20140328,1472.047
398,000016.SH,20140404,1490.334
397,000016.SH,20140411,1565.308
396,000016.SH,20140418,1521.278
395,000016.SH,20140425,1501.046
394,000016.SH,20140430,1494.808
393,000016.SH,20140509,1480.737
392,000016.SH,20140516,1487.735
391,000016.SH,20140523,1484.375
390,000016.SH,20140530,1482.096
389,000016.SH,20140606,1472.268
388,000016.SH,20140613,1502.961
387,000016.SH,20140620,1484.479
386,000016.SH,20140627,1473.756
385,000016.SH,20140704,1492.463
384,000016.SH,20140711,1468.541
383,000016.SH,20140718,1478.755
382,000016.SH,20140725,1557.015
381,000016.SH,20140801,1607.974
380,000016.SH,20140808,1595.662
379,000016.SH,20140815,1612.004
378,000016.SH,20140822,1594.183
377,000016.SH,20140829,1581.284
376,000016.SH,20140905,1656.237
375,000016.SH,20140912,1630.204
374,000016.SH,20140919,1619.581
373,000016.SH,20140926,1616.09
372,000016.SH,20140930,1619.7
371,000016.SH,20141010,1621.71
370,000016.SH,20141017,1608.52
369,000016.SH,20141024,1583.42
368,000016.SH,20141031,1657.29
367,000016.SH,20141107,1640.32
366,000016.SH,20141114,1728.81
365,000016.SH,20141121,1714.71
364,000016.SH,20141128,1914.44
363,000016.SH,20141205,2200.25
362,000016.SH,20141212,2193.29
361,000016.SH,20141219,2390.28
360,000016.SH,20141226,2464.82
359,000016.SH,20141231,2581.57
358,000016.SH,20150109,2569.02
357,000016.SH,20150116,2653.034
356,000016.SH,20150123,2564.514
355,000016.SH,20150130,2405.38
354,000016.SH,20150206,2325.241
353,000016.SH,20150213,2427.474
352,000016.SH,20150217,2445.26
351,000016.SH,20150227,2474.595
350,000016.SH,20150306,2371.623
349,000016.SH,20150313,2495.277
348,000016.SH,20150320,2680.679
347,000016.SH,20150327,2689.24
346,000016.SH,20150403,2817.181
345,000016.SH,20150410,2986.605
344,000016.SH,20150417,3235.332
343,000016.SH,20150424,3223.958
342,000016.SH,20150430,3250.49
341,000016.SH,20150508,3110.455
340,000016.SH,20150515,3060.411
339,000016.SH,20150522,3248.855
338,000016.SH,20150529,3111.334
337,000016.SH,20150605,3303.988
336,000016.SH,20150612,3350.248
335,000016.SH,20150619,2903.057
334,000016.SH,20150626,2736.695
333,000016.SH,20150703,2582.266
332,000016.SH,20150710,2898.41
331,000016.SH,20150717,2807.065
330,000016.SH,20150724,2741.044
329,000016.SH,20150731,2461.24
328,000016.SH,20150807,2503.796
327,000016.SH,20150814,2577.038
326,000016.SH,20150821,2271.359
325,000016.SH,20150828,2159.958
324,000016.SH,20150902,2243.631
323,000016.SH,20150911,2195.391
322,000016.SH,20150918,2198.99
321,000016.SH,20150925,2183.404
320,000016.SH,20150930,2146.118
319,000016.SH,20151009,2219.294
318,000016.SH,20151016,2323.775
317,000016.SH,20151023,2343.965
316,000016.SH,20151030,2312.974
315,000016.SH,20151106,2493.484
314,000016.SH,20151113,2447.773
313,000016.SH,20151120,2466.757
312,000016.SH,20151127,2334.44
311,000016.SH,20151204,2397.562
310,000016.SH,20151211,2342.453
309,000016.SH,20151218,2422.835
308,000016.SH,20151225,2492.336
307,000016.SH,20151231,2420.801
306,000016.SH,20160108,2219.612
305,000016.SH,20160115,2070.928
304,000016.SH,20160122,2061.962
303,000016.SH,20160129,1973.005
302,000016.SH,20160205,1967.26
301,000016.SH,20160219,2004.107
300,000016.SH,20160226,1955.395
299,000016.SH,20160304,2122.269
298,000016.SH,20160311,2070.724
297,000016.SH,20160318,2141.177
296,000016.SH,20160325,2149.204
295,000016.SH,20160401,2167.782
294,000016.SH,20160408,2123.804
293,000016.SH,20160415,2182.067
292,000016.SH,20160422,2157.724
291,000016.SH,20160429,2135.509
290,000016.SH,20160506,2107.009
289,000016.SH,20160513,2076.188
288,000016.SH,20160520,2083.117
287,000016.SH,20160527,2074.92
286,000016.SH,20160603,2152.637
285,000016.SH,20160608,2132.963
284,000016.SH,20160617,2102.201
283,000016.SH,20160624,2076.3
282,000016.SH,20160701,2127.094
281,000016.SH,20160708,2148.761
280,000016.SH,20160715,2192.394
279,000016.SH,20160722,2157.232
278,000016.SH,20160729,2155.239
277,000016.SH,20160805,2148.682
276,000016.SH,20160812,2222.488
275,000016.SH,20160819,2249.342
274,000016.SH,20160826,2219.308
273,000016.SH,20160902,2229.893
272,000016.SH,20160909,2229.31
271,000016.SH,20160914,2176.523
270,000016.SH,20160923,2196.29
269,000016.SH,20160930,2177.352
268,000016.SH,20161014,2209.815
267,000016.SH,20161021,2240.75
266,000016.SH,20161028,2253.802
265,000016.SH,20161104,2271.926
264,000016.SH,20161111,2308.429
263,000016.SH,20161118,2307.274
262,000016.SH,20161125,2393.946
261,000016.SH,20161202,2416.508
260,000016.SH,20161209,2411.314
259,000016.SH,20161216,2302.315
258,000016.SH,20161223,2278.478
257,000016.SH,20161230,2286.898
256,000016.SH,20170106,2308.936
255,000016.SH,20170113,2308.055
254,000016.SH,20170120,2347.183
253,000016.SH,20170126,2364.024
252,000016.SH,20170203,2339.989
251,000016.SH,20170210,2368.183
250,000016.SH,20170217,2362.709
249,000016.SH,20170224,2389.877
248,000016.SH,20170303,2347.146
247,000016.SH,20170310,2339.234
246,000016.SH,20170317,2346.96
245,000016.SH,20170324,2365.604
244,000016.SH,20170331,2359.752
243,000016.SH,20170407,2388.271
242,000016.SH,20170414,2355.52
241,000016.SH,20170421,2347.675
240,000016.SH,20170428,2347.039
239,000016.SH,20170505,2320.602
238,000016.SH,20170512,2375.45
237,000016.SH,20170519,2361.662
236,000016.SH,20170526,2471.214
235,000016.SH,20170602,2475.464
234,000016.SH,20170609,2519.273
233,000016.SH,20170616,2452.79
232,000016.SH,20170623,2529.098
231,000016.SH,20170630,2549.968
230,000016.SH,20170707,2543.658
229,000016.SH,20170714,2622.984
228,000016.SH,20170721,2639.213
227,000016.SH,20170728,2636.394
226,000016.SH,20170804,2627.803
225,000016.SH,20170811,2570.257
224,000016.SH,20170818,2613.265
223,000016.SH,20170825,2706.242
222,000016.SH,20170901,2710.119
221,000016.SH,20170908,2686.69
220,000016.SH,20170915,2668.376
219,000016.SH,20170922,2679.053
218,000016.SH,20170929,2672.327
217,000016.SH,20171013,2713.377
216,000016.SH,20171020,2737.641
215,000016.SH,20171027,2814.272
214,000016.SH,20171103,2800.469
213,000016.SH,20171110,2862.343
212,000016.SH,20171117,2938.798
211,000016.SH,20171124,2936.834
210,000016.SH,20171201,2842.184
209,000016.SH,20171208,2865.341
208,000016.SH,20171215,2820.167
207,000016.SH,20171222,2880.773
206,000016.SH,20171229,2860.436
205,000016.SH,20180105,2932.356
204,000016.SH,20180112,3018.596
203,000016.SH,20180119,3117.821
202,000016.SH,20180126,3172.778
201,000016.SH,20180202,3149.641
200,000016.SH,20180209,2810.027
199,000016.SH,20180214,2871.787
198,000016.SH,20180223,2957.171
197,000016.SH,20180302,2864.183
196,000016.SH,20180309,2908.197
195,000016.SH,20180316,2870.732
194,000016.SH,20180323,2791.467
193,000016.SH,20180330,2722.153
192,000016.SH,20180404,2702.369
191,000016.SH,20180413,2726.396
190,000016.SH,20180420,2647.376
189,000016.SH,20180427,2653.544
188,000016.SH,20180504,2646.355
187,000016.SH,20180511,2724.716
186,000016.SH,20180518,2740.535
185,000016.SH,20180525,2661.2911
184,000016.SH,20180601,2647.1867
183,000016.SH,20180608,2652.0823
182,000016.SH,20180615,2667.9751
181,000016.SH,20180622,2583.708
180,000016.SH,20180629,2479.9115
179,000016.SH,20180706,2402.617
178,000016.SH,20180713,2476.8642
177,000016.SH,20180720,2493.765
176,000016.SH,20180727,2525.0915
175,000016.SH,20180803,2413.5032
174,000016.SH,20180810,2503.2058
173,000016.SH,20180817,2374.1729
172,000016.SH,20180824,2471.9989
171,000016.SH,20180831,2474.4765
170,000016.SH,20180907,2437.677
169,000016.SH,20180914,2425.3492
168,000016.SH,20180921,2573.6031
167,000016.SH,20180928,2606.6676
166,000016.SH,20181012,2444.1305
165,000016.SH,20181019,2446.3196
164,000016.SH,20181026,2468.9096
163,000016.SH,20181102,2542.768
162,000016.SH,20181109,2434.212
161,000016.SH,20181116,2461.4445
160,000016.SH,20181123,2399.2026
159,000016.SH,20181130,2428.0445
158,000016.SH,20181207,2430.7223
157,000016.SH,20181214,2423.3814
156,000016.SH,20181221,2306.1451
155,000016.SH,20181228,2293.0985
154,000016.SH,20190104,2314.6466
153,000016.SH,20190111,2354.4987
152,000016.SH,20190118,2417.363
151,000016.SH,20190125,2441.64
150,000016.SH,20190201,2499.6442
149,000016.SH,20190215,2517.4622
148,000016.SH,20190222,2623.0736
147,000016.SH,20190301,2819.4681
146,000016.SH,20190308,2685.592
145,000016.SH,20190315,2755.8053
144,000016.SH,20190322,2795.3909
143,000016.SH,20190329,2838.5054
142,000016.SH,20190404,2951.9848
141,000016.SH,20190412,2920.5151
140,000016.SH,20190419,3042.4321
139,000016.SH,20190426,2892.8568
138,000016.SH,20190430,2945.2438
137,000016.SH,20190510,2793.7589
136,000016.SH,20190517,2735.2124
135,000016.SH,20190524,2702.0252
134,000016.SH,20190531,2728.9459
133,000016.SH,20190606,2706.7621
132,000016.SH,20190614,2785.6055
131,000016.SH,20190621,2938.7729
130,000016.SH,20190628,2930.5982
129,000016.SH,20190705,2961.9222
128,000016.SH,20190712,2902.1295
127,000016.SH,20190719,2895.6249
126,000016.SH,20190726,2939.3547
125,000016.SH,20190802,2843.7704
124,000016.SH,20190809,2772.1492
123,000016.SH,20190816,2824.2258
122,000016.SH,20190823,2917.3773
121,000016.SH,20190830,2872.401
120,000016.SH,20190906,2981.0728
119,000016.SH,20190912,2999.5617
118,000016.SH,20190920,2963.4349
117,000016.SH,20190927,2929.4659
116,000016.SH,20190930,2897.7027
115,000016.SH,20191011,2983.1198
114,000016.SH,20191018,2963.1753
113,000016.SH,20191025,2967.0517
112,000016.SH,20191101,3002.6488
111,000016.SH,20191108,3012.4594
110,000016.SH,20191115,2954.7013
109,000016.SH,20191122,2922.2669
108,000016.SH,20191129,2894.7154
107,000016.SH,20191206,2939.8184
106,000016.SH,20191213,3006.3127
105,000016.SH,20191220,3012.6257
104,000016.SH,20191227,3017.7787
103,000016.SH,20200103,3078.2793
102,000016.SH,20200110,3067.881
101,000016.SH,20200117,3053.1729
100,000016.SH,20200123,2932.4932
99,000016.SH,20200207,2851.7105
98,000016.SH,20200214,2895.0644
97,000016.SH,20200221,2968.1381
96,000016.SH,20200228,2821.0419
95,000016.SH,20200306,2964.8348
94,000016.SH,20200313,2798.7695
