,ts_code,trade_date,close
782,000300.SH,20060915,1362.32
781,000300.SH,20060922,1374.85
780,000300.SH,20060929,1403.27
779,000300.SH,20061013,1430.88
778,000300.SH,20061020,1440.18
777,000300.SH,20061027,1439.05
776,000300.SH,20061103,1488.29
775,000300.SH,20061110,1504.06
774,000300.SH,20061117,1562.08
773,000300.SH,20061124,1636.58
772,000300.SH,20061201,1729.22
771,000300.SH,20061208,1711.58
770,000300.SH,20061215,1867.64
769,000300.SH,20061222,1895.64
768,000300.SH,20061229,2041.05
767,000300.SH,20070105,2072.88
766,000300.SH,20070112,2173.75
765,000300.SH,20070119,2396.09
764,000300.SH,20070126,2512.92
763,000300.SH,20070202,2298.0
762,000300.SH,20070209,2397.25
761,000300.SH,20070216,2676.74
760,000300.SH,20070302,2508.73
759,000300.SH,20070309,2611.39
758,000300.SH,20070316,2604.23
757,000300.SH,20070323,2716.27
756,000300.SH,20070330,2781.78
755,000300.SH,20070406,2972.01
754,000300.SH,20070413,3169.23
753,000300.SH,20070420,3289.28
752,000300.SH,20070427,3470.52
751,000300.SH,20070430,3558.71
750,000300.SH,20070511,3702.61
749,000300.SH,20070518,3776.63
748,000300.SH,20070525,3985.25
747,000300.SH,20070601,3803.95
746,000300.SH,20070608,3837.87
745,000300.SH,20070615,4099.38
744,000300.SH,20070622,4051.43
743,000300.SH,20070629,3764.08
742,000300.SH,20070706,3710.28
741,000300.SH,20070713,3820.12
740,000300.SH,20070720,3971.88
739,000300.SH,20070727,4307.14
738,000300.SH,20070803,4598.38
737,000300.SH,20070810,4726.68
736,000300.SH,20070817,4626.58
735,000300.SH,20070824,5217.58
734,000300.SH,20070831,5296.81
733,000300.SH,20070907,5294.8
732,000300.SH,20070914,5397.28
731,000300.SH,20070921,5468.1
730,000300.SH,20070928,5580.81
729,000300.SH,20071012,5737.22
728,000300.SH,20071019,5614.06
727,000300.SH,20071026,5394.81
726,000300.SH,20071102,5472.93
725,000300.SH,20071109,5040.53
724,000300.SH,20071116,5007.66
723,000300.SH,20071123,4856.16
722,000300.SH,20071130,4737.41
721,000300.SH,20071207,5041.35
720,000300.SH,20071214,4977.65
719,000300.SH,20071221,5101.85
718,000300.SH,20071228,5338.28
717,000300.SH,20080104,5483.65
716,000300.SH,20080111,5699.15
715,000300.SH,20080118,5414.47
714,000300.SH,20080125,5077.43
713,000300.SH,20080201,4571.94
712,000300.SH,20080205,4921.83
711,000300.SH,20080215,4813.31
710,000300.SH,20080222,4702.24
709,000300.SH,20080229,4674.55
708,000300.SH,20080307,4621.69
707,000300.SH,20080314,4157.87
706,000300.SH,20080321,4037.83
705,000300.SH,20080328,3918.16
704,000300.SH,20080403,3650.7
703,000300.SH,20080411,3783.73
702,000300.SH,20080418,3272.5
701,000300.SH,20080425,3803.07
700,000300.SH,20080430,3959.12
699,000300.SH,20080509,3878.92
698,000300.SH,20080516,3936.12
697,000300.SH,20080523,3675.15
696,000300.SH,20080530,3611.33
695,000300.SH,20080606,3489.5
694,000300.SH,20080613,2979.12
693,000300.SH,20080620,2849.67
692,000300.SH,20080627,2816.02
691,000300.SH,20080704,2741.85
690,000300.SH,20080711,2953.5
689,000300.SH,20080718,2815.46
688,000300.SH,20080725,2939.2
687,000300.SH,20080801,2840.79
686,000300.SH,20080808,2591.46
685,000300.SH,20080815,2447.62
684,000300.SH,20080822,2404.93
683,000300.SH,20080829,2391.64
682,000300.SH,20080905,2183.43
681,000300.SH,20080912,2077.85
680,000300.SH,20080919,2073.11
679,000300.SH,20080926,2243.66
678,000300.SH,20081010,1906.96
677,000300.SH,20081017,1833.26
676,000300.SH,20081024,1781.6
675,000300.SH,20081031,1663.66
674,000300.SH,20081107,1677.83
673,000300.SH,20081114,1943.65
672,000300.SH,20081121,1920.74
671,000300.SH,20081128,1829.92
670,000300.SH,20081205,2013.18
669,000300.SH,20081212,1960.38
668,000300.SH,20081219,2052.11
667,000300.SH,20081226,1862.1
666,000300.SH,20081231,1817.72
665,000300.SH,20090109,1918.37
664,000300.SH,20090116,1990.21
663,000300.SH,20090123,2032.68
662,000300.SH,20090206,2237.28
661,000300.SH,20090213,2399.07
660,000300.SH,20090220,2344.32
659,000300.SH,20090227,2140.49
658,000300.SH,20090306,2286.58
657,000300.SH,20090313,2205.42
656,000300.SH,20090320,2379.84
655,000300.SH,20090327,2498.93
654,000300.SH,20090403,2570.5
653,000300.SH,20090410,2595.53
652,000300.SH,20090417,2650.69
651,000300.SH,20090424,2572.89
650,000300.SH,20090430,2622.93
649,000300.SH,20090508,2789.22
648,000300.SH,20090515,2796.12
647,000300.SH,20090522,2740.68
646,000300.SH,20090527,2759.71
645,000300.SH,20090605,2939.31
644,000300.SH,20090612,2906.29
643,000300.SH,20090619,3080.0
642,000300.SH,20090626,3128.42
641,000300.SH,20090703,3327.14
640,000300.SH,20090710,3398.31
639,000300.SH,20090717,3519.81
638,000300.SH,20090724,3667.56
637,000300.SH,20090731,3734.62
636,000300.SH,20090807,3555.1
635,000300.SH,20090814,3344.46
634,000300.SH,20090821,3203.62
633,000300.SH,20090828,3046.78
632,000300.SH,20090904,3077.14
631,000300.SH,20090911,3238.13
630,000300.SH,20090918,3199.69
629,000300.SH,20090925,3058.53
628,000300.SH,20090930,3004.81
627,000300.SH,20091009,3163.71
626,000300.SH,20091016,3241.71
625,000300.SH,20091023,3413.25
624,000300.SH,20091030,3280.37
623,000300.SH,20091106,3483.02
622,000300.SH,20091113,3518.72
621,000300.SH,20091120,3631.01
620,000300.SH,20091127,3382.51
619,000300.SH,20091204,3643.49
618,000300.SH,20091211,3575.02
617,000300.SH,20091218,3391.74
616,000300.SH,20091225,3424.78
615,000300.SH,20091231,3575.68
614,000300.SH,20100108,3480.13
613,000300.SH,20100115,3482.74
612,000300.SH,20100122,3366.2
611,000300.SH,20100129,3204.16
610,000300.SH,20100205,3153.09
609,000300.SH,20100212,3251.28
608,000300.SH,20100226,3281.67
607,000300.SH,20100305,3259.76
606,000300.SH,20100312,3233.13
605,000300.SH,20100319,3293.87
604,000300.SH,20100326,3275.0
603,000300.SH,20100402,3407.35
602,000300.SH,20100409,3379.17
601,000300.SH,20100416,3356.33
600,000300.SH,20100423,3190.0
599,000300.SH,20100430,3067.37
598,000300.SH,20100507,2836.79
597,000300.SH,20100514,2868.02
596,000300.SH,20100521,2768.79
595,000300.SH,20100528,2850.3
594,000300.SH,20100604,2744.39
593,000300.SH,20100611,2758.87
592,000300.SH,20100618,2696.17
591,000300.SH,20100625,2736.29
590,000300.SH,20100702,2534.11
589,000300.SH,20100709,2647.1
588,000300.SH,20100716,2616.13
587,000300.SH,20100723,2793.08
586,000300.SH,20100730,2868.85
585,000300.SH,20100806,2897.66
584,000300.SH,20100813,2855.55
583,000300.SH,20100820,2898.33
582,000300.SH,20100827,2858.57
581,000300.SH,20100903,2920.21
580,000300.SH,20100910,2932.55
579,000300.SH,20100917,2861.37
578,000300.SH,20100921,2857.48
577,000300.SH,20100930,2935.57
576,000300.SH,20101008,3044.23
575,000300.SH,20101015,3327.68
574,000300.SH,20101022,3378.66
573,000300.SH,20101029,3379.98
572,000300.SH,20101105,3520.8
571,000300.SH,20101112,3291.83
570,000300.SH,20101119,3178.85
569,000300.SH,20101126,3194.85
568,000300.SH,20101203,3158.16
567,000300.SH,20101210,3161.98
566,000300.SH,20101217,3225.66
565,000300.SH,20101224,3162.96
564,000300.SH,20101231,3128.26
563,000300.SH,20110107,3166.62
562,000300.SH,20110114,3091.86
561,000300.SH,20110121,2983.46
560,000300.SH,20110128,3036.74
559,000300.SH,20110201,3077.28
558,000300.SH,20110211,3120.96
557,000300.SH,20110218,3211.88
556,000300.SH,20110225,3197.62
555,000300.SH,20110304,3270.67
554,000300.SH,20110311,3247.38
553,000300.SH,20110318,3215.69
552,000300.SH,20110325,3294.48
551,000300.SH,20110401,3272.73
550,000300.SH,20110408,3353.36
549,000300.SH,20110415,3358.94
548,000300.SH,20110422,3299.94
547,000300.SH,20110429,3192.72
546,000300.SH,20110506,3121.4
545,000300.SH,20110513,3128.09
544,000300.SH,20110520,3121.6
543,000300.SH,20110527,2963.31
542,000300.SH,20110603,2986.35
541,000300.SH,20110610,2961.93
540,000300.SH,20110617,2892.16
539,000300.SH,20110624,3027.47
538,000300.SH,20110701,3049.75
537,000300.SH,20110708,3109.18
536,000300.SH,20110715,3128.89
535,000300.SH,20110722,3067.99
534,000300.SH,20110729,2972.08
533,000300.SH,20110805,2897.42
532,000300.SH,20110812,2875.37
531,000300.SH,20110819,2807.66
530,000300.SH,20110826,2901.22
529,000300.SH,20110902,2803.85
528,000300.SH,20110909,2751.1
527,000300.SH,20110916,2733.99
526,000300.SH,20110923,2669.48
525,000300.SH,20110930,2581.35
524,000300.SH,20111014,2653.78
523,000300.SH,20111021,2507.88
522,000300.SH,20111028,2709.02
521,000300.SH,20111104,2763.75
520,000300.SH,20111111,2695.0
519,000300.SH,20111118,2606.5
518,000300.SH,20111125,2569.97
517,000300.SH,20111202,2557.31
516,000300.SH,20111209,2503.46
515,000300.SH,20111216,2390.13
514,000300.SH,20111223,2359.16
513,000300.SH,20111230,2345.74
512,000300.SH,20120106,2290.6
511,000300.SH,20120113,2394.33
510,000300.SH,20120120,2504.09
509,000300.SH,20120203,2506.09
508,000300.SH,20120210,2533.62
507,000300.SH,20120217,2537.09
506,000300.SH,20120224,2648.02
505,000300.SH,20120302,2679.93
504,000300.SH,20120309,2664.3
503,000300.SH,20120316,2623.52
502,000300.SH,20120323,2552.94
501,000300.SH,20120330,2454.9
500,000300.SH,20120406,2519.83
499,000300.SH,20120413,2580.45
498,000300.SH,20120420,2626.84
497,000300.SH,20120427,2626.16
496,000300.SH,20120504,2715.88
495,000300.SH,20120511,2636.92
494,000300.SH,20120518,2573.98
493,000300.SH,20120525,2573.1
492,000300.SH,20120601,2633.0
491,000300.SH,20120608,2524.33
490,000300.SH,20120615,2568.05
489,000300.SH,20120621,2512.19
488,000300.SH,20120629,2461.61
487,000300.SH,20120706,2472.61
486,000300.SH,20120713,2450.63
485,000300.SH,20120720,2398.46
484,000300.SH,20120727,2349.11
483,000300.SH,20120803,2353.74
482,000300.SH,20120810,2399.75
481,000300.SH,20120817,2313.48
480,000300.SH,20120824,2275.68
479,000300.SH,20120831,2204.87
478,000300.SH,20120907,2317.18
477,000300.SH,20120914,2315.54
476,000300.SH,20120921,2199.06
475,000300.SH,20120928,2293.11
474,000300.SH,20121012,2304.53
473,000300.SH,20121019,2332.47
472,000300.SH,20121026,2247.91
471,000300.SH,20121102,2306.77
470,000300.SH,20121109,2240.92
469,000300.SH,20121116,2177.24
468,000300.SH,20121123,2192.68
467,000300.SH,20121130,2139.66
466,000300.SH,20121207,2246.76
465,000300.SH,20121214,2355.87
464,000300.SH,20121221,2372.0
463,000300.SH,20121228,2480.05
462,000300.SH,20130104,2524.41
461,000300.SH,20130111,2483.23
460,000300.SH,20130118,2595.44
459,000300.SH,20130125,2571.67
458,000300.SH,20130201,2743.32
457,000300.SH,20130208,2771.73
456,000300.SH,20130222,2596.6
455,000300.SH,20130301,2668.84
454,000300.SH,20130308,2606.93
453,000300.SH,20130315,2539.87
452,000300.SH,20130322,2618.31
451,000300.SH,20130329,2495.08
450,000300.SH,20130403,2483.55
449,000300.SH,20130412,2462.11
448,000300.SH,20130419,2533.83
447,000300.SH,20130426,2447.31
446,000300.SH,20130503,2492.91
445,000300.SH,20130510,2540.84
444,000300.SH,20130517,2592.05
443,000300.SH,20130524,2597.23
442,000300.SH,20130531,2606.43
441,000300.SH,20130607,2484.16
440,000300.SH,20130614,2416.77
439,000300.SH,20130621,2317.39
438,000300.SH,20130628,2200.64
437,000300.SH,20130705,2226.85
436,000300.SH,20130712,2275.37
435,000300.SH,20130719,2190.48
434,000300.SH,20130726,2224.01
433,000300.SH,20130802,2247.26
432,000300.SH,20130809,2286.01
431,000300.SH,20130816,2304.14
430,000300.SH,20130823,2286.93
429,000300.SH,20130830,2313.91
428,000300.SH,20130906,2357.78
427,000300.SH,20130913,2488.9
426,000300.SH,20130918,2432.51
425,000300.SH,20130927,2394.97
424,000300.SH,20130930,2409.04
423,000300.SH,20131011,2468.51
422,000300.SH,20131018,2426.05
421,000300.SH,20131025,2368.56
420,000300.SH,20131101,2384.96
419,000300.SH,20131108,2307.95
418,000300.SH,20131115,2350.73
417,000300.SH,20131122,2397.96
416,000300.SH,20131129,2438.94
415,000300.SH,20131206,2452.29
414,000300.SH,20131213,2406.64
413,000300.SH,20131220,2278.14
412,000300.SH,20131227,2303.48
411,000300.SH,20140103,2290.78
410,000300.SH,20140110,2204.85
409,000300.SH,20140117,2178.49
408,000300.SH,20140124,2245.68
407,000300.SH,20140130,2202.45
406,000300.SH,20140207,2212.48
405,000300.SH,20140214,2295.58
404,000300.SH,20140221,2264.29
403,000300.SH,20140228,2178.97
402,000300.SH,20140307,2168.36
401,000300.SH,20140314,2122.84
400,000300.SH,20140321,2158.8
399,000300.SH,20140328,2151.97
398,000300.SH,20140404,2185.47
397,000300.SH,20140411,2270.67
396,000300.SH,20140418,2224.48
395,000300.SH,20140425,2167.83
394,000300.SH,20140430,2158.66
393,000300.SH,20140509,2133.91
392,000300.SH,20140516,2145.95
391,000300.SH,20140523,2148.41
390,000300.SH,20140530,2156.46
389,000300.SH,20140606,2134.72
388,000300.SH,20140613,2176.24
387,000300.SH,20140620,2136.73
386,000300.SH,20140627,2150.26
385,000300.SH,20140704,2178.7
384,000300.SH,20140711,2148.01
383,000300.SH,20140718,2164.14
382,000300.SH,20140725,2260.45
381,000300.SH,20140801,2329.4
380,000300.SH,20140808,2331.13
379,000300.SH,20140815,2360.64
378,000300.SH,20140822,2365.36
377,000300.SH,20140829,2338.29
376,000300.SH,20140905,2449.26
375,000300.SH,20140912,2438.36
374,000300.SH,20140919,2425.21
373,000300.SH,20140926,2437.2
372,000300.SH,20140930,2450.99
371,000300.SH,20141010,2466.79
370,000300.SH,20141017,2441.73
369,000300.SH,20141024,2390.71
368,000300.SH,20141031,2508.33
367,000300.SH,20141107,2502.15
366,000300.SH,20141114,2581.09
365,000300.SH,20141121,2583.46
364,000300.SH,20141128,2808.82
363,000300.SH,20141205,3124.89
362,000300.SH,20141212,3193.23
361,000300.SH,20141219,3383.17
360,000300.SH,20141226,3445.84
359,000300.SH,20141231,3533.71
358,000300.SH,20150109,3546.72
357,000300.SH,20150116,3635.15
356,000300.SH,20150123,3571.73
355,000300.SH,20150130,3434.39
354,000300.SH,20150206,3312.42
353,000300.SH,20150213,3469.83
352,000300.SH,20150217,3522.32
351,000300.SH,20150227,3572.84
350,000300.SH,20150306,3478.52
349,000300.SH,20150313,3617.66
348,000300.SH,20150320,3892.57
347,000300.SH,20150327,3971.7
346,000300.SH,20150403,4170.54
345,000300.SH,20150410,4344.42
344,000300.SH,20150417,4596.14
343,000300.SH,20150424,4702.64
342,000300.SH,20150430,4749.89
341,000300.SH,20150508,4558.4
340,000300.SH,20150515,4617.47
339,000300.SH,20150522,4951.34
338,000300.SH,20150529,4840.83
337,000300.SH,20150605,5230.55
336,000300.SH,20150612,5335.12
335,000300.SH,20150619,4637.052
334,000300.SH,20150626,4336.195
333,000300.SH,20150703,3885.917
332,000300.SH,20150710,4106.556
331,000300.SH,20150717,4151.496
330,000300.SH,20150724,4176.279
329,000300.SH,20150731,3816.699
328,000300.SH,20150807,3906.945
327,000300.SH,20150814,4073.54
326,000300.SH,20150821,3589.536
325,000300.SH,20150828,3342.286
324,000300.SH,20150902,3365.832
323,000300.SH,20150911,3347.188
322,000300.SH,20150918,3251.273
321,000300.SH,20150925,3231.951
320,000300.SH,20150930,3202.948
319,000300.SH,20151009,3340.116
318,000300.SH,20151016,3534.065
317,000300.SH,20151023,3571.241
316,000300.SH,20151030,3534.079
315,000300.SH,20151106,3793.374
314,000300.SH,20151113,3746.242
313,000300.SH,20151120,3774.383
312,000300.SH,20151127,3556.992
311,000300.SH,20151204,3677.592
310,000300.SH,20151211,3608.059
309,000300.SH,20151218,3767.913
308,000300.SH,20151225,3838.201
307,000300.SH,20151231,3731.005
306,000300.SH,20160108,3361.563
305,000300.SH,20160115,3118.73
304,000300.SH,20160122,3113.463
303,000300.SH,20160129,2946.09
302,000300.SH,20160205,2963.789
301,000300.SH,20160219,3051.585
300,000300.SH,20160226,2948.031
299,000300.SH,20160304,3093.89
298,000300.SH,20160311,3018.284
297,000300.SH,20160318,3171.963
296,000300.SH,20160325,3197.817
295,000300.SH,20160401,3221.895
294,000300.SH,20160408,3185.726
293,000300.SH,20160415,3272.205
292,000300.SH,20160422,3174.901
291,000300.SH,20160429,3156.745
290,000300.SH,20160506,3130.354
289,000300.SH,20160513,3074.935
288,000300.SH,20160520,3078.218
287,000300.SH,20160527,3062.499
286,000300.SH,20160603,3189.326
285,000300.SH,20160608,3163.986
284,000300.SH,20160617,3110.357
283,000300.SH,20160624,3077.155
282,000300.SH,20160701,3154.2
281,000300.SH,20160708,3192.28
280,000300.SH,20160715,3276.278
279,000300.SH,20160722,3225.162
278,000300.SH,20160729,3203.93
277,000300.SH,20160805,3205.11
276,000300.SH,20160812,3294.234
275,000300.SH,20160819,3365.02
274,000300.SH,20160826,3307.09
273,000300.SH,20160902,3314.114
272,000300.SH,20160909,3318.044
271,000300.SH,20160914,3238.73
270,000300.SH,20160923,3275.667
269,000300.SH,20160930,3253.285
268,000300.SH,20161014,3305.848
267,000300.SH,20161021,3327.74
266,000300.SH,20161028,3340.126
265,000300.SH,20161104,3354.175
264,000300.SH,20161111,3417.221
263,000300.SH,20161118,3417.455
262,000300.SH,20161125,3521.298
261,000300.SH,20161202,3528.955
260,000300.SH,20161209,3493.7
259,000300.SH,20161216,3346.031
258,000300.SH,20161223,3307.599
257,000300.SH,20161230,3310.081
256,000300.SH,20170106,3347.667
255,000300.SH,20170113,3319.912
254,000300.SH,20170120,3354.889
253,000300.SH,20170126,3387.961
252,000300.SH,20170203,3364.492
251,000300.SH,20170210,3413.487
250,000300.SH,20170217,3421.442
249,000300.SH,20170224,3473.852
248,000300.SH,20170303,3427.863
247,000300.SH,20170310,3427.892
246,000300.SH,20170317,3445.805
245,000300.SH,20170324,3489.6
244,000300.SH,20170331,3456.046
243,000300.SH,20170407,3517.463
242,000300.SH,20170414,3486.505
241,000300.SH,20170421,3466.787
240,000300.SH,20170428,3439.753
239,000300.SH,20170505,3382.55
238,000300.SH,20170512,3385.379
237,000300.SH,20170519,3403.849
236,000300.SH,20170526,3480.435
235,000300.SH,20170602,3486.507
234,000300.SH,20170609,3576.17
233,000300.SH,20170616,3518.761
232,000300.SH,20170623,3622.883
231,000300.SH,20170630,3666.798
230,000300.SH,20170707,3655.929
229,000300.SH,20170714,3703.094
228,000300.SH,20170721,3728.598
227,000300.SH,20170728,3721.891
226,000300.SH,20170804,3707.58
225,000300.SH,20170811,3647.35
224,000300.SH,20170818,3724.675
223,000300.SH,20170825,3795.754
222,000300.SH,20170901,3830.538
221,000300.SH,20170908,3825.99
220,000300.SH,20170915,3831.297
219,000300.SH,20170922,3837.73
218,000300.SH,20170929,3836.501
217,000300.SH,20171013,3921.002
216,000300.SH,20171020,3926.852
215,000300.SH,20171027,4021.968
214,000300.SH,20171103,3992.698
213,000300.SH,20171110,4111.911
212,000300.SH,20171117,4120.851
211,000300.SH,20171124,4104.203
210,000300.SH,20171201,3998.137
209,000300.SH,20171208,4003.379
208,000300.SH,20171215,3980.856
207,000300.SH,20171222,4054.598
206,000300.SH,20171229,4030.855
205,000300.SH,20180105,4138.751
204,000300.SH,20180112,4225.001
203,000300.SH,20180119,4285.395
202,000300.SH,20180126,4381.3
201,000300.SH,20180202,4271.233
200,000300.SH,20180209,3840.653
199,000300.SH,20180214,3966.961
198,000300.SH,20180223,4071.089
197,000300.SH,20180302,4016.461
196,000300.SH,20180309,4108.865
195,000300.SH,20180316,4056.423
194,000300.SH,20180323,3904.936
193,000300.SH,20180330,3898.498
192,000300.SH,20180404,3854.863
191,000300.SH,20180413,3871.144
190,000300.SH,20180420,3760.854
189,000300.SH,20180427,3756.877
188,000300.SH,20180504,3774.598
187,000300.SH,20180511,3872.838
186,000300.SH,20180518,3903.064
185,000300.SH,20180525,3816.498
184,000300.SH,20180601,3770.5891
183,000300.SH,20180608,3779.6159
182,000300.SH,20180615,3753.4338
181,000300.SH,20180622,3608.9046
180,000300.SH,20180629,3510.9845
179,000300.SH,20180706,3365.1227
178,000300.SH,20180713,3492.6897
177,000300.SH,20180720,3492.8938
176,000300.SH,20180727,3521.2269
175,000300.SH,20180803,3315.2839
174,000300.SH,20180810,3405.0191
173,000300.SH,20180817,3229.6198
172,000300.SH,20180824,3325.3347
171,000300.SH,20180831,3334.5036
170,000300.SH,20180907,3277.6438
169,000300.SH,20180914,3241.7006
168,000300.SH,20180921,3410.4856
167,000300.SH,20180928,3438.8649
166,000300.SH,20181012,3170.7262
165,000300.SH,20181019,3134.9455
164,000300.SH,20181026,3173.635
163,000300.SH,20181102,3290.2455
162,000300.SH,20181109,3167.4442
161,000300.SH,20181116,3257.6735
160,000300.SH,20181123,3143.4752
159,000300.SH,20181130,3172.69
158,000300.SH,20181207,3181.5646
157,000300.SH,20181214,3165.9109
156,000300.SH,20181221,3029.3951
155,000300.SH,20181228,3010.6536
154,000300.SH,20190104,3035.8741
153,000300.SH,20190111,3094.7782
152,000300.SH,20190118,3168.1739
151,000300.SH,20190125,3184.4696
150,000300.SH,20190201,3247.3971
149,000300.SH,20190215,3338.7047
148,000300.SH,20190222,3520.1182
147,000300.SH,20190301,3749.7143
146,000300.SH,20190308,3657.579
145,000300.SH,20190315,3745.005
144,000300.SH,20190322,3833.8013
143,000300.SH,20190329,3872.3412
142,000300.SH,20190404,4062.2309
141,000300.SH,20190412,3988.6168
140,000300.SH,20190419,4120.6078
139,000300.SH,20190426,3889.2748
138,000300.SH,20190430,3913.211
137,000300.SH,20190510,3730.4513
136,000300.SH,20190517,3648.7609
135,000300.SH,20190524,3593.9139
134,000300.SH,20190531,3629.7893
133,000300.SH,20190606,3564.6778
132,000300.SH,20190614,3654.8799
131,000300.SH,20190621,3833.9383
130,000300.SH,20190628,3825.5873
129,000300.SH,20190705,3893.2025
128,000300.SH,20190712,3808.7311
127,000300.SH,20190719,3807.9551
126,000300.SH,20190726,3858.5688
125,000300.SH,20190802,3747.4379
124,000300.SH,20190809,3633.5296
123,000300.SH,20190816,3710.5386
122,000300.SH,20190823,3820.8638
121,000300.SH,20190830,3799.5863
120,000300.SH,20190906,3948.5075
119,000300.SH,20190912,3972.3799
118,000300.SH,20190920,3935.6511
117,000300.SH,20190927,3852.6534
116,000300.SH,20190930,3814.5282
115,000300.SH,20191011,3911.7253
114,000300.SH,20191018,3869.3777
113,000300.SH,20191025,3896.7923
112,000300.SH,20191101,3952.3872
111,000300.SH,20191108,3973.0107
110,000300.SH,20191115,3877.0892
109,000300.SH,20191122,3849.9948
108,000300.SH,20191129,3828.6706
107,000300.SH,20191206,3902.3853
106,000300.SH,20191213,3968.2211
105,000300.SH,20191220,4017.2527
104,000300.SH,20191227,4022.0278
103,000300.SH,20200103,4144.9649
102,000300.SH,20200110,4163.1849
101,000300.SH,20200117,4154.853
100,000300.SH,20200123,4003.9013
99,000300.SH,20200207,3899.8693
98,000300.SH,20200214,3987.7342
97,000300.SH,20200221,4149.4903
96,000300.SH,20200228,3940.0488
95,000300.SH,20200306,4138.5072
94,000300.SH,20200313,3895.3128
93,000300.SH,20200320,3653.2239
92,000300.SH,20200327,3710.0605
91,000300.SH,20200403,3713.2183
90,000300.SH,20200410,3769.1782
89,000300.SH,20200417,3839.4871
88,000300.SH,20200424,3796.9721
87,000300.SH,20200430,3912.5772
86,000300.SH,20200508,3963.6217
85,000300.SH,20200515,3912.8159
84,000300.SH,20200522,3824.064
83,000300.SH,20200529,3867.0232
82,000300.SH,20200605,4001.2509
81,000300.SH,20200612,4003.0829
80,000300.SH,20200619,4098.7095
79,000300.SH,20200624,4138.9895
78,000300.SH,20200703,4419.5955
77,000300.SH,20200710,4753.1333
76,000300.SH,20200717,4544.7007
75,000300.SH,20200724,4505.5906
74,000300.SH,20200731,4695.0462
73,000300.SH,20200807,4707.9262
72,000300.SH,20200814,4704.6288
71,000300.SH,20200821,4718.8431
70,000300.SH,20200828,4844.2652
69,000300.SH,20200904,4770.219
68,000300.SH,20200911,4627.2826
67,000300.SH,20200918,4737.0887
66,000300.SH,20200925,4570.0216
65,000300.SH,20200930,4587.3953
64,000300.SH,20201009,4681.1412
63,000300.SH,20201016,4791.676
62,000300.SH,20201023,4718.4881
61,000300.SH,20201030,4695.3338
60,000300.SH,20201106,4885.7178
59,000300.SH,20201113,4856.8513
58,000300.SH,20201120,4943.2882
57,000300.SH,20201127,4980.765
56,000300.SH,20201204,5065.9163
55,000300.SH,20201211,4889.6292
54,000300.SH,20201218,4999.9678
53,000300.SH,20201225,5042.0137
52,000300.SH,20201231,5211.2885
51,000300.SH,20210108,5495.4306
50,000300.SH,20210115,5458.0812
49,000300.SH,20210122,5569.776
48,000300.SH,20210129,5351.9646
47,000300.SH,20210205,5483.414
46,000300.SH,20210210,5807.7191
45,000300.SH,20210219,5778.842
44,000300.SH,20210226,5336.7609
43,000300.SH,20210305,5262.7958
42,000300.SH,20210312,5146.3786
41,000300.SH,20210319,5007.0907
40,000300.SH,20210326,5037.9899
39,000300.SH,20210402,5161.5569
38,000300.SH,20210409,5035.3374
