,ts_code,trade_date,close
37,000300.SH,20210416,4966.1811
36,000300.SH,20210423,5135.4534
35,000300.SH,20210430,5123.489
34,000300.SH,20210507,4996.0527
33,000300.SH,20210514,5110.5901
32,000300.SH,20210521,5134.1483
31,000300.SH,20210528,5321.0886
30,000300.SH,20210604,5282.2772
29,000300.SH,20210611,5224.703
28,000300.SH,20210618,5102.4657
27,000300.SH,20210625,5239.9684
26,000300.SH,20210702,5081.1172
25,000300.SH,20210709,5069.4361
24,000300.SH,20210716,5094.7727
23,000300.SH,20210723,5089.2282
22,000300.SH,20210730,4811.1695
21,000300.SH,20210806,4921.5647
20,000300.SH,20210813,4945.9829
19,000300.SH,20210820,4769.2678
18,000300.SH,20210827,4827.0433
17,000300.SH,20210903,4843.0624
16,000300.SH,20210910,5013.5219
15,000300.SH,20210917,4855.9402
14,000300.SH,20210924,4849.4277
13,000300.SH,20210930,4866.3826
12,000300.SH,20211008,4929.9409
11,000300.SH,20211015,4932.1084
10,000300.SH,20211022,4959.7254
9,000300.SH,20211029,4908.7701
8,000300.SH,20211105,4842.3458
7,000300.SH,20211112,4888.3749
6,000300.SH,20211119,4890.0575
5,000300.SH,20211126,4860.1265
4,000300.SH,20211203,4901.0175
3,000300.SH,20211210,5055.1172
2,000300.SH,20211217,4954.7599
1,000300.SH,20211224,4921.3449
0,000300.SH,20211231,4940.3733
